nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
Can I get a chart of the enrollments of colleges founded after 1850?,abstract,Pie,university,university_basketball,mark arc data university encoding x affiliation y aggregate sum enrollment transform filter founded > 1850 group x,"Affiliation,Enrollment",Founded gt 1850,sum Enrollment,arc,"x=Affiliation,y=sum Enrollment,color=none",none
Draw a graph showing the enrollment of schools founded after 1850 by affiliation.,abstract,Pie,university,university_basketball,mark arc data university encoding x affiliation y aggregate sum enrollment transform filter founded > 1850 group x,"Affiliation,Enrollment",Founded gt 1850,sum Enrollment,arc,"x=Affiliation,y=sum Enrollment,color=none",none
Plot enrollments of universities by affiliation.,abstract,Bar,university,university_basketball,mark bar data university encoding x affiliation y aggregate sum enrollment transform group x,"Affiliation,Enrollment",none,sum Enrollment,bar,"x=Affiliation,y=sum Enrollment,color=none",none
What do enrollments of universities look like based on affiliation type?,abstract,Bar,university,university_basketball,mark bar data university encoding x affiliation y aggregate sum enrollment transform group x,"Affiliation,Enrollment",none,sum Enrollment,bar,"x=Affiliation,y=sum Enrollment,color=none",none
Show me the sum of enrollments for each type of university affiliation.,abstract,Bar,university,university_basketball,mark bar data university encoding x affiliation y aggregate sum enrollment transform group x,"Affiliation,Enrollment",none,sum Enrollment,bar,"x=Affiliation,y=sum Enrollment,color=none",none
Create a chart of university affiliation and enrollment.,abstract,Bar,university,university_basketball,mark bar data university encoding x affiliation y aggregate sum enrollment transform group x,"Affiliation,Enrollment",none,sum Enrollment,bar,"x=Affiliation,y=sum Enrollment,color=none",none
Display a graph of university affiliation and enrollment numbers.,abstract,Bar,university,university_basketball,mark bar data university encoding x affiliation y aggregate sum enrollment transform group x,"Affiliation,Enrollment",none,sum Enrollment,bar,"x=Affiliation,y=sum Enrollment,color=none",none
"Show me a graph of the school_id compared to the ACC_Road, grouped by ACC_Home, with the Y-axis in descending order.",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none school_id color acc_home transform group x sort y desc,"ACC_Road,School_ID,ACC_Home",none,none,bar,"x=ACC_Road,y=School_ID,color=ACC_Home",y desc
"Can I get a bar chart of the distribution of the ACC_Roads and the School_ID, grouped by ACC_Home, with the Y-axis descending?",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none school_id color acc_home transform group x sort y desc,"ACC_Road,School_ID,ACC_Home",none,none,bar,"x=ACC_Road,y=School_ID,color=ACC_Home",y desc
"What would a chart of School_ID against ACC_Road look like, grouped by ACC_Home with the Y-axis in descending order?",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none school_id color acc_home transform group x sort y desc,"ACC_Road,School_ID,ACC_Home",none,none,bar,"x=ACC_Road,y=School_ID,color=ACC_Home",y desc
Can I see a graph showing the School_ID by ACC_Road and grouping by ACC_Home ordered by the Y-axis?,abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none school_id color acc_home transform group x sort y desc,"ACC_Road,School_ID,ACC_Home",none,none,bar,"x=ACC_Road,y=School_ID,color=ACC_Home",y desc
"Give me a visualization of the breakdown of ACC_Roads and School_ID, grouped by ACC_Home, ordered by Y.",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none school_id color acc_home transform group x sort y desc,"ACC_Road,School_ID,ACC_Home",none,none,bar,"x=ACC_Road,y=School_ID,color=ACC_Home",y desc
"Can you generate a chart that compares the Team_Name and School_ID, and list from lowest to highest?",abstract,Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x team_name y aggregate none school_id transform sort y asc,"Team_Name,School_ID",none,none,bar,"x=Team_Name,y=School_ID,color=none",y asc
Show me a graphic of the distribution between Team_Name and School_ID.,abstract,Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x team_name y aggregate none school_id transform ,"Team_Name,School_ID",none,none,bar,"x=Team_Name,y=School_ID,color=none",none
"Make me a chart about Team_Name and School_ID, ordered in ascending.",abstract,Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x team_name y aggregate none school_id transform sort y asc,"Team_Name,School_ID",none,none,bar,"x=Team_Name,y=School_ID,color=none",y asc
"Plot a graph of Team_Name against School_ID, sorted in ascending order.",abstract,Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x team_name y aggregate none school_id transform sort y asc,"Team_Name,School_ID",none,none,bar,"x=Team_Name,y=School_ID,color=none",y asc
"Draw me a chart of Team_Name and School_ID, in ascending order.",abstract,Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x team_name y aggregate none school_id transform sort y asc,"Team_Name,School_ID",none,none,bar,"x=Team_Name,y=School_ID,color=none",y asc
"Show me the relation between Team_Name and School_ID, from low to high.",abstract,Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x team_name y aggregate none school_id transform sort y asc,"Team_Name,School_ID",none,none,bar,"x=Team_Name,y=School_ID,color=none",y asc
Can I see a scatter chart of School_ID and ACC_Percent sorted by ACC_Home?,abstract,Grouping Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x school_id y aggregate none acc_percent transform group acc_home,"School_ID,ACC_Percent,ACC_Home",none,none,point,"x=School_ID,y=ACC_Percent,color=ACC_Home",none
Show me the relationship of School_ID and ACC_Percent grouped by ACC_Home.,abstract,Grouping Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x school_id y aggregate none acc_percent transform group acc_home,"School_ID,ACC_Percent,ACC_Home",none,none,point,"x=School_ID,y=ACC_Percent,color=ACC_Home",none
Give me a chart of School_ID vs ACC_Percent grouped by ACC_Home.,abstract,Grouping Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x school_id y aggregate none acc_percent transform group acc_home,"School_ID,ACC_Percent,ACC_Home",none,none,point,"x=School_ID,y=ACC_Percent,color=ACC_Home",none
Display a graph of ACC_Percent by School_ID based on ACC_Home.,abstract,Grouping Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x school_id y aggregate none acc_percent transform group acc_home,"School_ID,ACC_Percent,ACC_Home",none,none,point,"x=School_ID,y=ACC_Percent,color=ACC_Home",none
What does the scatter plot of School_ID and ACC_Percent look like when grouped by ACC_Home?,abstract,Grouping Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x school_id y aggregate none acc_percent transform group acc_home,"School_ID,ACC_Percent,ACC_Home",none,none,point,"x=School_ID,y=ACC_Percent,color=ACC_Home",none
Give me a graph that compares Team_ID and School_ID.,abstract,Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x team_id y aggregate none school_id,"Team_ID,School_ID",none,none,point,"x=Team_ID,y=School_ID,color=none",none
Show me how Team_ID and School_ID are related.,abstract,Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x team_id y aggregate none school_id,"Team_ID,School_ID",none,none,point,"x=Team_ID,y=School_ID,color=none",none
Show me the link between Team_ID and School_ID.,abstract,Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x team_id y aggregate none school_id,"Team_ID,School_ID",none,none,point,"x=Team_ID,y=School_ID,color=none",none
Illustrate the relationship between Team_ID and School_ID.,abstract,Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x team_id y aggregate none school_id,"Team_ID,School_ID",none,none,point,"x=Team_ID,y=School_ID,color=none",none
Create a chart of Team_ID and School_ID.,abstract,Scatter,basketball_match,university_basketball,mark point data basketball_match encoding x team_id y aggregate none school_id,"Team_ID,School_ID",none,none,point,"x=Team_ID,y=School_ID,color=none",none
Draw a chart of All_Neutral and School_ID.,abstract,Pie,basketball_match,university_basketball,mark arc data basketball_match encoding x all_neutral y aggregate none school_id,"All_Neutral,School_ID",none,none,arc,"x=All_Neutral,y=School_ID,color=none",none
Can I see a graph of All_Neutral and School_ID proportions?,abstract,Pie,basketball_match,university_basketball,mark arc data basketball_match encoding x all_neutral y aggregate none school_id,"All_Neutral,School_ID",none,none,arc,"x=All_Neutral,y=School_ID,color=none",none
Show me the School_ID and All_Neutral in a chart.,abstract,Pie,basketball_match,university_basketball,mark arc data basketball_match encoding x all_neutral y aggregate none school_id,"All_Neutral,School_ID",none,none,arc,"x=All_Neutral,y=School_ID,color=none",none
Make a chart to visualize All_Neutral and School_ID.,abstract,Pie,basketball_match,university_basketball,mark arc data basketball_match encoding x all_neutral y aggregate none school_id,"All_Neutral,School_ID",none,none,arc,"x=All_Neutral,y=School_ID,color=none",none
What does the School_ID and All_Neutral look like in a graph?,abstract,Pie,basketball_match,university_basketball,mark arc data basketball_match encoding x all_neutral y aggregate none school_id,"All_Neutral,School_ID",none,none,arc,"x=All_Neutral,y=School_ID,color=none",none
"Show how Team_ID is related to ACC_Road, grouped by All_Home.",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none
"Can I get a chart of Team_ID based on ACC_Road, grouped by All_Home? ",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none
"Give me a visualization of ACC_Road and Team_ID, grouped by All_Home.",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none
"What's the distribution of ACC_Road and Team_ID, with All_Home as a grouping factor? ",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none
"Create a visual representation with Team_ID and ACC_Road, grouped by All_Home.",abstract,Stacked Bar,basketball_match,university_basketball,mark bar data basketball_match encoding x acc_road y aggregate none team_id color all_home transform group x,"ACC_Road,Team_ID,All_Home",none,none,bar,"x=ACC_Road,y=Team_ID,color=All_Home",none
Show me the distribution of states in the votes.,abstract,Pie,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",none,count state,arc,"x=distinct,y=, count state,color=none",none
What's the breakdown of states in the table?,abstract,Pie,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",none,count state,arc,"x=distinct,y=, count state,color=none",none
What percentage of votes came from each state?,abstract,Pie,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",none,count state,arc,"x=distinct,y=, count state,color=none",none
How are states distributed in the votes?,abstract,Pie,votes,voter_1,mark arc data votes encoding x distinct y aggregate count state transform group state,"distinct,state",none,count state,arc,"x=distinct,y=, count state,color=none",none
What's the trend of churches opening over the years?,abstract,Line,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x ,Open_Date,none,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",none
"Display the number of churches opened, from most recent to oldest.",abstract,Line,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x sort x desc,Open_Date,none,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",x desc
Show a graph of open dates for the churches.,abstract,Line,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x ,Open_Date,none,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",none
"Can you give me the chart of churches opening, sorted by time?",abstract,Line,Church,wedding,mark line data church encoding x open_date y aggregate count open_date transform group x sort x desc,Open_Date,none,count Open_Date,line,"x=Open_Date,y=count Open_Date,color=none",x desc
"Show me the count of wines by grape type with a graph, in descending order on the Y axis.",abstract,Bar,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,none,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc
"Can I see a graph of wines by grape, sorted by the Y axis in descending order?",abstract,Bar,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,none,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc
"Visualize the number of wines by grape, in descending order on the Y.",abstract,Bar,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,none,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc
"Display a graph of wine quantity by grape, in descending order on the Y axis.",abstract,Bar,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,none,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc
"Give me a graph of the number of wines by grape type, in descending order on the Y axis.",abstract,Bar,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,none,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc
"Can I get a chart showing the amount of different wines, sorted by Y-axis in descending order?",abstract,Bar,WINE,wine_1,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc,Grape,none,count Grape,bar,"x=Grape,y=count Grape,color=None",y asc
What's the highest score of wines by year?,abstract,Line,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",none,max Score,line,"x=Year,y=max Score,color=None",x desc
Show me the trend of maximum wine scores in descending order.,abstract,Line,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",none,max Score,line,"x=Year,y=max Score,color=None",x desc
Plot the maximum score of wines over the years in descending order.,abstract,Line,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",none,max Score,line,"x=Year,y=max Score,color=None",x desc
"What's the chart of maximum wine score by year, descending?",abstract,Line,WINE,wine_1,mark line data wine encoding x year y aggregate max score transform group x sort x desc,"Year,Score",none,max Score,line,"x=Year,y=max Score,color=None",x desc
"Can you generate a chart of wineries and grapes with the wines whose price is more than 100, with the y-axis showing the number of wineries in descending order?",abstract,Stacked Bar,WINE,wine_1,mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x sort y desc,"Winery,Grape",Price gt 100,count Winery,bar,"x=Winery,y=count Winery,color=Grape",y desc
"Show me wines with a price of more than 100 using a stacked bar chart, graphing wineries and grape varieties on the x-axis and the number of wineries on the y-axis, descending.",abstract,Stacked Bar,WINE,wine_1,mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x sort y desc,"Winery,Grape",Price gt 100,count Winery,bar,"x=Winery,y=count Winery,color=Grape",y desc
"Give me a chart of wineries with more than 100 price wines, graphing grape varieties and wineries on the x-axis and the number of wineries on the y-axis, from high to low.",abstract,Stacked Bar,WINE,wine_1,mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x sort y desc,"Winery,Grape",Price gt 100,count Winery,bar,"x=Winery,y=count Winery,color=Grape",y desc
"Create a chart showing the proportion of the number of grapes of the wines with a price above 100, ordered by year.",abstract,Pie,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,Price gt 100,count Grape,arc,"x=Grape,y=count Grape,color=None",none
"What's the proportion of the number of grapes of the wines with a price of more than 100, grouped by year?",abstract,Pie,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,Price gt 100,count Grape,arc,"x=Grape,y=count Grape,color=None",none
"Visualize data about the number of grapes of the wines with a price greater than 100, organized by year.",abstract,Pie,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,Price gt 100,count Grape,arc,"x=Grape,y=count Grape,color=None",none
"Show me the proportion of the number of grapes of the wines with a price over 100, arranged according to year.",abstract,Pie,WINE,wine_1,mark arc data wine encoding x grape y aggregate count grape transform filter price > 100 group x,Grape,Price gt 100,count Grape,arc,"x=Grape,y=count Grape,color=None",none
Plot the areas of each appellation.,abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,none,count Area,bar,"x=Area,y=count Area,color=None",none
Create a graph of area distribution across appellations.,abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,none,count Area,bar,"x=Area,y=count Area,color=None",none
Generate a chart of area numbers by appellation.,abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,none,count Area,bar,"x=Area,y=count Area,color=None",none
Show me the area breakdown for each appellation.,abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x area y aggregate count area transform group x,Area,none,count Area,bar,"x=Area,y=count Area,color=None",none
"Show me the number of counties in the appellations as a bar chart, arranged in order of least to greatest.",abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,none,count County,bar,"x=County,y=count County,color=None",y asc
"Can you draw a bar graph of the county count of the appellations, from smallest to largest?",abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,none,count County,bar,"x=County,y=count County,color=None",y asc
"Graph the number of counties for appellations, from least to most.",abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,none,count County,bar,"x=County,y=count County,color=None",y asc
"Plot the county count of appellations, smallest to biggest.",abstract,Bar,APPELLATIONS,wine_1,mark bar data appellations encoding x county y aggregate count county transform group x sort y asc,County,none,count County,bar,"x=County,y=count County,color=None",y asc
Create a chart of the number of venues for each workshop.,abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",none
Display how many venues the workshops had.,abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",none
Draw a graph of the venues for the workshops.,abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",none
Show a chart of the workshops' venues.,abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",none
Make a visualization of the venues for the different workshops.,abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",none
"Can you create a bar chart that displays the number of venues for each workshop, sorted from highest to lowest?",abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x sort y desc,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",y desc
"Can you make a bar graph of the number of venues by workshop, ordered by most to least?",abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x sort y desc,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",y desc
Can I get a visualization of the venues for each workshop in descending order?,abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x sort y desc,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",y desc
"Visualize the number of venues for each workshop, ranked in descending order.",abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x sort y desc,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",y desc
"Show me a chart of the venues of each workshop, ranked in descending order.",abstract,Bar,workshop,workshop_paper,mark bar data workshop encoding x venue y aggregate count venue transform group x sort y desc,Venue,none,count Venue,bar,"x=Venue,y=count Venue,color=none",y desc
Show me the distribution of acceptance results,abstract,Bar,acceptance,workshop_paper,mark bar data acceptance encoding x result y aggregate count result transform group x ,Result,none,count Result,bar,"x=Result,y=count Result,color=none",none
What's the breakdown of the acceptance results?,abstract,Bar,acceptance,workshop_paper,mark bar data acceptance encoding x result y aggregate count result transform group x ,Result,none,count Result,bar,"x=Result,y=count Result,color=none",none
Can I get a chart of the acceptance results?,abstract,Bar,acceptance,workshop_paper,mark bar data acceptance encoding x result y aggregate count result transform group x ,Result,none,count Result,bar,"x=Result,y=count Result,color=none",none
Graph the acceptance results.,abstract,Bar,acceptance,workshop_paper,mark bar data acceptance encoding x result y aggregate count result transform group x ,Result,none,count Result,bar,"x=Result,y=count Result,color=none",none
Make a chart on the acceptance results.,abstract,Bar,acceptance,workshop_paper,mark bar data acceptance encoding x result y aggregate count result transform group x ,Result,none,count Result,bar,"x=Result,y=count Result,color=none",none
Show me the breakdown of the acceptance result.,abstract,Pie,acceptance,workshop_paper,mark arc data acceptance encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
What is the ratio of acceptance results?,abstract,Pie,acceptance,workshop_paper,mark arc data acceptance encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
What's the proportion of accepted submissions? ,abstract,Pie,acceptance,workshop_paper,mark arc data acceptance encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
Can you create a graph of acceptance results?,abstract,Pie,acceptance,workshop_paper,mark arc data acceptance encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
What does the acceptance result look like? ,abstract,Pie,acceptance,workshop_paper,mark arc data acceptance encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
Show me the acceptance result in a chart.,abstract,Pie,acceptance,workshop_paper,mark arc data acceptance encoding x result y aggregate count result transform group x,Result,none,count Result,arc,"x=Result,y=count Result,color=none",none
Display authors by submission count.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x ,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Show me the submission counts for authors.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x ,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
What does the distribution of author submissions look like?,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x ,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Show me a graph of authors and submission numbers.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x ,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Graph the number of authors' submissions.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x ,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Plot the number of authors and their submissions.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x ,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Who has the most submisstions?,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Plot the authors and their submission counts.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Present the authors and submission counts in a chart.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
How many submissions did each author submit?,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Show the authors and their submissions numbers.,abstract,Bar,submission,workshop_paper,mark bar data submission encoding x author y aggregate count author transform group x,Author,none,count Author,bar,"x=Author,y=count Author,color=none",none
Create a pie chart of the different authors.,abstract,Pie,submission,workshop_paper,mark arc data submission encoding x author y aggregate count author transform group x,Author,none,count Author,arc,"x=Author,y=count Author,color=none",none
Can we get a visualization of the authors and their submissions?,abstract,Pie,submission,workshop_paper,mark arc data submission encoding x author y aggregate count author transform group x,Author,none,count Author,arc,"x=Author,y=count Author,color=none",none
Make a graph of the submissions by author.,abstract,Pie,submission,workshop_paper,mark arc data submission encoding x author y aggregate count author transform group x,Author,none,count Author,arc,"x=Author,y=count Author,color=none",none
Show me the authors who submitted to the workshop.,abstract,Pie,submission,workshop_paper,mark arc data submission encoding x author y aggregate count author transform group x,Author,none,count Author,arc,"x=Author,y=count Author,color=none",none
Can you show me a chart of the continents with the lowest life expectancies?,abstract,Bar,country,world_1,mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x sort y asc,"Continent,LifeExpectancy",none,mean LifeExpectancy,bar,"x=Continent,y=mean LifeExpectancy,color=none",y asc
Plot the life expectancy of all continents in order from least to greatest.,abstract,Bar,country,world_1,mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x sort y asc,"Continent,LifeExpectancy",none,mean LifeExpectancy,bar,"x=Continent,y=mean LifeExpectancy,color=none",y asc
Show me the distribution of teams in the elimination in a pie chart. ,abstract,Pie,elimination,wrestler,mark arc data elimination encoding x team y aggregate count team transform group x,Team,none,count Team,arc,"x=Team,y=count Team,color=none",none
Can you illustrate how many teams are in the elimination with a pie chart? ,abstract,Pie,elimination,wrestler,mark arc data elimination encoding x team y aggregate count team transform group x,Team,none,count Team,arc,"x=Team,y=count Team,color=none",none
Draw a graph demonstrating the teams in the elimination. ,abstract,Pie,elimination,wrestler,mark arc data elimination encoding x team y aggregate count team transform group x,Team,none,count Team,arc,"x=Team,y=count Team,color=none",none
Show me the proportion of teams in the elimination with a pie chart. ,abstract,Pie,elimination,wrestler,mark arc data elimination encoding x team y aggregate count team transform group x,Team,none,count Team,arc,"x=Team,y=count Team,color=none",none
Give me a pie chart of the teams in the elimination.,abstract,Pie,elimination,wrestler,mark arc data elimination encoding x team y aggregate count team transform group x,Team,none,count Team,arc,"x=Team,y=count Team,color=none",none
Show how many locations the wrestlers have with a bar chart.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
Visualize the number of locations the wrestlers have.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
Create a bar graph for the amount of locations of the wrestlers.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
Create a chart to show the number of locations of the wrestlers.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
What is the distribution of locations of the wrestlers? Draw a chart.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
Draw a bar graph for the locations of the wrestlers.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
Show me the locations of wrestlers in a bar chart ordered from least to most.,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x sort x asc,Location,none,count Location,bar,"x=Location,y=count Location,color=none",x asc
What is the distribution of locations of wrestlers in a bar chart?,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x ,Location,none,count Location,bar,"x=Location,y=count Location,color=none",none
"Make a bar chart of wrestlers' locations, ordered from least to most.",abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x sort x asc,Location,none,count Location,bar,"x=Location,y=count Location,color=none",x asc
Can you draw a bar chart of locations for the wrestlers ordered from least to most?,abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x sort x asc,Location,none,count Location,bar,"x=Location,y=count Location,color=none",x asc
"Visualize the locations of wrestlers in a bar chart, least to most.",abstract,Bar,wrestler,wrestler,mark bar data wrestler encoding x location y aggregate count location transform group x sort x asc,Location,none,count Location,bar,"x=Location,y=count Location,color=none",x asc
Visualize the reign and days held by wrestlers.,abstract,Scatter,wrestler,wrestler,mark point data wrestler encoding x reign y aggregate none days_held,"Reign,Days_held",none,none,point,"x=Reign,y=Days_held,color=none",none
